"lang" 
{ 
"Language" "English" 
"TF_PropagandaContest_FirstPlace"	"J.Axer's Dapper Topper"
"TF_PropagandaContest_FirstPlace_Desc"	"First Place Winner, Propaganda Contest"
"TF_PropagandaContest_SecondPlace"	"Amber's Rad As All Hell Hat"
"TF_PropagandaContest_SecondPlace_Desc"	"First Runner-Up, Propaganda Contest"
"TF_PropagandaContest_ThirdPlace"	"Uncle Sam"
"TF_PropagandaContest_ThirdPlace_Desc"	"Second Runner-Up, Propaganda Contest"
"TF_ToweringPillar_Hat"		"Towering Pillar of Hats"
"TF_ToweringPillar_Hat_Desc"		"A-ha-ha! You are as PRESUMPTUOUS as you are POOR and IRISH. Tarnish notte the majesty of my TOWER of HATS."
"TF_NobleAmassment_Hat"		"Noble Amassment of Hats"
"TF_NobleAmassment_Hat_Desc"		"For the Gentleman who believes even his hat deserves a hat."
"TF_ModestPile_Hat"		"Modest Pile of Hat"
"TF_ModestPile_Hat_Desc"		"Because a Gentleman is not one without one."
"TF_OSXItem"			"Earbuds"
"TF_OSXItem_Desc"		"OSX represent!"
"TF_MedicMask"			"Physician's Procedure Mask"
"TF_MedicMask_Desc"			"Scrub in... things are about to get messy."
"TF_HeavyHair"			"Hound Dog"
"TF_HeavyHair_Desc"			"Your opponents will be all shook up when they see these sweet shades and coif."
"TF_DemomanHallmark"		"Hustler's Hallmark"
//"TF_DemomanHallmark_Desc"		"Hustler's Hallmark Description"
"TF_SpyNobleHair"		"Magistrate's Mullet"
"TF_SpyNobleHair_Desc"		"They say justice is blind. What they don't tell you is that justice is also invisible, and also less interested in justice than murder."
"TF_EngineerWeldingMask" 	"Hotrod"
"TF_EngineerWeldingMask_Desc" 	"Mock the sun with streaks of flame as the UV rays bounce harmlessly away from your eyeballs."
"TF_ScoutBeanie"		"Troublemaker's Tossle Cap"
"TF_ScoutBeanie_Desc"		"Straight outta control point."
"TF_PyroBrainSucker"		"Triboniophorus Tyrannus"
"TF_PyroBrainSucker_Desc"		"At least he's still telling you to burn things."
"TF_SoldierSamurai"		"Killer's Kabuto"
"TF_SoldierSamurai_Desc"		"A Haiku for war.\nTo defeat one's enemies.\nHonor the crocket."
"TF_SniperPithHelmet"		"Shooter's Sola Topi"
"TF_SniperPithHelmet_Desc"		"Perfect for exploring the outback and the inside of people's heads."
"TF_TTG_MaxsHat"		"Max's Severed Head"
"TF_ScoutWhoopee"		"Whoopee Cap"
"TF_ScoutWhoopee_Desc"		"You'd have to be a jughead not to realize this cap is the pinnacle of fashion for the discerning youth."
"TF_Worms_Gear"			"Lumbricus Lid"
"TF_Worms_Gear_Desc"			""
"TF_PyroMonocle"		"Whiskered Gentleman"
"TF_PyroMonocle_Desc"		"The most distinguished tape-on fire-retardant facial hair available, for the discerning gentleman of conflagration."
"TF_MedicGoggles"		"Ze Goggles"
"TF_MedicGoggles_Desc"		"Nothing"
"TF_EngineerEarmuffs"		"Safe'n'Sound"
"TF_EngineerEarmuffs_Desc"		"It gets difficult trying to calculate the total external applied torque to a body's rotational motion through its moment of momentum vector while the distracting sounds of gunfire and death are all around you. Build a better, safer machine with the silence of the Safe'n'sound!"
"TF_DemomanTricorne"		"Tippler's Tricorne"
"TF_DemomanTricorne_Desc"	"Three sharp corners mean one sharp hat.\nDon't poke your eye out."
"TF_DemomanPirate"		"Rimmed Raincatcher"
"TF_DemomanPirate_Desc"		"Because there's no alliteration\nlike alliteration with an 'ARR!'"
"TF_SpyBeret"			"Frenchman's Beret"
"TF_SpyBeret_Desc"			"Because real espionage is an artform."
"TF_SniperFishingHat"		"Bloke's Bucket Hat"
"TF_SniperFishingHat_Desc"		"Gone Snipin'."
"TF_PyroHelm"			"Vintage Merryweather"
"TF_PyroHelm_Desc"			"Pyro wears this in tribute to the many firefighters who have perished trying to quell his flames."
"TF_SoldierDrillHat"		"Sergeant's Drill Hat"
"TF_SoldierDrillHat_Desc"		"This hat is a handy replacement for profanity-filled ranting when you don't feel like shouting yourself hoarse."
"TF_MedicGatsby"		"Gentleman's Gatsby"
"TF_MedicGatsby_Desc"		"While lacking the cachet of other hats, the Gatsby nonetheless possesses its own sartorial elegance. Its understated and affable charm appeals to everyone, whether playing a round of golf with friends or performing non-elective surgery with a well-polished bonesaw."
"TF_HeavyDorag"			"Heavy Duty Rag"
"TF_HeavyDorag_Desc"			"It costs $400,000 to wear this bandanna for 12 seconds."
"TF_Parasite_Hat"		"Alien Swarm Parasite"
"TF_Parasite_Hat_Desc"		"This cute little guy was once the scourge of humanity in another time and place. Now he's content to ride on your head and keep the sun off."
"TF_TheAttendant"		"Attendant"	// ADD THE
"TF_TheAttendant_Desc"		""
"TF_TheMilkman"			"Milkman"	// ADD THE
"TF_TheMilkman_Desc"			""
"TF_TheFamiliarFez"		"Familiar Fez"
"TF_TheFamiliarFez_Desc"		""
"TF_TheGrenadiersSoftcap"	"Grenadier's Softcap"
"TF_TheGrenadiersSoftcap_Desc"	""
"TF_Unique_Achievement_SoldierBuff_Desc"	"Provides an offensive buff that causes\nnearby team members to do mini-crits."
"TF_TheBattalionsBackup_Desc"	"Provides a defensive buff that protects\nnearby team members from crits\nand blocks 35% of incoming damage.\nRage increases through damage taken."
"TF_OlSnaggletooth"		"Ol' Snaggletooth"
"TF_OlSnaggletooth_Desc"		""
"TF_TheShortstop_Desc"		"Mann Co.'s latest in high attitude\nbreak-action personal defense."
"TF_TheHolyMackerel_Desc"	"Getting hit by a fish has got to be humiliating."
"TF_MadMilk_Desc"		"Players heal 75% of the damage done\nto an enemy covered with milk."
"TF_Weapon_RocketLauncher_Jump_Desc" "A special no-damage rocket launcher for learning\nrocket jump tricks and patterns."
"TF_Weapon_StickyBomb_Jump_Desc" "A special no-damage stickybomb launcher for learning stickybomb jump tricks and patterns."
"TF_Wrangler_Desc"		"Take manual control of your Sentry Gun"
"TF_ScoutBombingRun"		"Bombing Run"
"TF_ScoutBombingRun_Desc"	"Death from above!"
"TF_SoldierShako"		"Stout Shako"
"TF_SoldierShako_Desc"		"The grand achievement of\nVictorian military fashion."
"TF_SoldierRomanHelmet"		"Legionaire's Lid"
"TF_SoldierRomanHelmet_Desc"	"An antique from the late\nImperial Gallic period."
"TF_PyroFiestaSombrero"		"Old Guadalajara"
"TF_PyroFiestaSombrero_Desc"	"This hat adds spice to any occasion."
"TF_PyroPlunger"		"Handyman's Handle"
"TF_PyroPlunger_Desc"		"Clears all sorts of blockage."
"TF_DemoInquisitor"		"Carouser's Capotain"
"TF_DemoInquisitor_Desc"	"Suffer not a sentry to live."
"TF_HeavyUmbrella"		"Hard Counter"
"TF_HeavyUmbrella_Desc"		"You can never be too careful\nwith Jarate around."
"TF_DemoStuntHelmet"		"Sober Stuntman"
"TF_DemoStuntHelmet_Desc"	"A sticky-jumper's best friend."
"TF_Seuss"			"Dr's Dapper Topper"
"TF_Seuss_Desc"			""
"TF_PyroBeanie"			"Napper's Respite"
"TF_PyroBeanie_Desc"		"After a long day of burning scouts."
"TF_HeavyPugilistProtector"	"Pugilist's Protector"
"TF_HeavyPugilistProtector_Desc"""
"TF_SoldierChiefRocketeer"	"Chieftain's Challenge"
"TF_SoldierChiefRocketeer_Desc"	""
"TF_WikiCap"			"Wiki Cap"
"TF_WikiCap_Desc"		"Given to valuable contributors to the official TF2 wiki\nhttp://wiki.teamfortress.com/"
"TF_MannCoCap"			"Mann Co. Cap"
"TF_MannCoCap_Desc"		""
"TF_Polycount_Pin"			"Polycount Pin"
"TF_Polycount_Pin_Desc"		"Awarded to participants of the Polycount contest."
"TF_EllisHat"			"Ellis' Cap"
//"TF_EllisHat_Desc"		""
"TF_FlippedTrilby"		"Flipped Trilby"
"TF_GermanGonzila"		"German Gonzila"
"TF_BuckaroosHat"		"Buckaroos Hat"
"TF_MadameDixie"		"Madame Dixie"
"TF_DetectiveNoir"		"Détective Noir"
"TF_CoupeDisaster"		"Coupe D'isaster"
"TF_PartyPhantom"		"Le Party Phantom"
"TF_ColoredLights"		"Industrial Festivizer"
"TF_ExquisiteRack"		"Exquisite Rack"
"TF_DefiantSpartan"		"Defiant Spartan"
"TF_FestiveTree"		"A Rather Festive Tree"
"TF_TavishCrown"		"Prince Tavish's Crown"

"TF_MagnificentMongolian"	"Magnificent Mongolian"
"TF_LarrikinRobin"		"Larrikin Robin"
"TF_BlightedBeak"		"Blighted Beak"
"TF_KF_Pyro_Mask"		"Foster's Facade"
"TF_KF_Pyro_Tie"		"Stockbroker's Scarf"
"TF_PyromancersMask"		"Pyromancer's Mask"
"TF_PrancersPride"		"Prancer's Pride"


"TF_BigChief"			"Big Chief" // ADD THE
"TF_BigChief_Desc"		""

"TF_BerlinersBucketHelm"	"Berliner's Bucket Helm"
"TF_BerlinersBucketHelm_Desc"	""
"TF_ScotchBonnet"		"Scotch Bonnet"
"TF_ScotchBOnnet_Desc"		"Don't let those ninnies take yer good eye!"


"TF_Cadavers_Cranium"		"Cadaver's Cranium"
//"TF_Cadavers_Cranium_Desc"	""
"TF_Horrific_Headsplitter"	"Horrific Headsplitter"
"TF_Horrific_Headsplitter_Desc"	"When wearing such a piece of headgear it is best to keep an open mind."
"TF_Halloween_Skullcap"		"Spine-Chilling Skull"
"TF_Halloween_Skullcap_Desc"	"Express your undying hatred for the living."
"TF_Halloween_Voodoo"		"Voodoo Juju"
"TF_Halloween_Voodoo_Desc"	"Only the finest leather hats come with tattoos and piercings."
"TF_TTG_PokerVisor"		"Dealer's Visor"
"TF_TTG_PokerVisor_Desc"		"Do not try to bluff Sasha."
"TF_TTG_Glasses"		"Dangeresque, Too?"
"TF_TTG_Glasses_Desc"		"Splash the pot with all you got."
"TF_TTG_Badge"			"License to Maim"
"TF_TTG_Badge_Desc"		"And kill, and break, and smash, and bite. Mainly maim, though."

"TF_Portal2_Pin"		"Companion Cube Pin"

"TF_MNC_Hat"				"The Athletic Supporter"
"TF_MNC_Hat_Desc"			"[Insert Favorite Regional Team Here]"
"TF_MNC_Mascot_Hat"			"The Superfan"
"TF_MNC_Mascot_Hat_Desc"	""
"TF_MNC_Mascot_Outfit"		"The Essential Accessories"
"TF_MNC_Mascot_Outfit_Desc"	""

"TF_Halloween_Mask_Scout"		"Scout Mask"
"TF_Halloween_Mask_Sniper"		"Sniper Mask"
"TF_Halloween_Mask_Soldier"		"Soldier Mask"
"TF_Halloween_Mask_Demoman"		"Demoman Mask"
"TF_Halloween_Mask_Medic"		"Medic Mask"
"TF_Halloween_Mask_Heavy"		"Heavy Mask"
"TF_Halloween_Mask_Spy"			"Spy Mask"
"TF_Halloween_Mask_Engineer"		"Engineer Mask"
"TF_Halloween_Mask_Pyro"			"Pyro Mask"
"TF_Halloween_Mask_SaxtonHale"		"Saxton Hale Mask"

"cp_fastlane_authors"	"Arttu 'SK' Mäki"
"ctf_turbine_authors"	"Flobster"
"cp_steel_authors"		"Jamie 'Fishbus' Manson\nDan 'Irish Taxi Driver' Merboth\nFLOOR_MASTER"
"cp_egypt_final_authors"		"Sean 'Heyo' Cutino"
"cp_junction_final_authors"		"Sean 'Heyo' Cutino"
"arena_watchtower_authors"		"Joshua 'JoshuaC' Shiflet"
"pl_hoodoo_final_authors"		"Tim 'YM' Johnson\nJeroen 'Snipergen' Dessaux\nWade 'Nineaxis' Fabry\nDrew 'Oxy' Fletcher"
"arena_offblast_final_authors"	"Magnar 'insta' Jenssen"
"cp_yukon_final_authors"		"Patrick 'MangyCarface' Mulholland\nJoachim 'Acegikmo' Holmér"
"koth_harvest_final_authors"	"Sean 'Heyo' Cutino"
"cp_freight_final1_authors"		"Jamie 'Fishbus' Manson\nMitch 'ol' Robb"
"cp_coldfront_authors"			"Eric 'Icarus' Wong\nDavid 'Selentic' Simon\nAeon 'Void' Bollig\nTim 'YM'Johnson"
"cp_mountainlab"				"Valentin '3DNJ' Levillain"
"cp_manor_event_authors"		"Tim 'YM' Johnson\nAlex 'Rexy' Kreeger"

"TF_Contributed"				"Thanks %playername% for supporting this map!"
"TF_DuelLeaderboard_Title"		"Top Duel Wins This Season"
"TF_MapAuthors_Community_Title"		"A Community Map Made By"
"TF_MapDonators_Title"			"Supporters (%s1 Worldwide!)"
"TF_WorldTraveler"				"World Traveler's Hat"
"TF_WorldTraveler_Desc"			"Given to generous souls who have donated to community map makers. The effect will only be visible while on a map that has been donated towards!"
"TF_Egypt"						"Egypt"
"TF_MapToken_Egypt"				"Map Stamp - Egypt"
"TF_MapToken_Egypt_Desc"		"An Attack/Defend Control Point Map\n\nMade by Sean 'Heyo' Cutino\n\nPurchasing this item directly supports the creators of the Egypt community map.  Show your support today!"
"TF_Coldfront"					"Coldfront"
"TF_MapToken_Coldfront"			"Map Stamp - Coldfront"
"TF_MapToken_Coldfront_Desc"	"A Control Point Map\n\nMade by Eric 'Icarus' Wong, David 'Selentic' Simon, Aeon 'Void' Bollig, and Tim 'YM'Johnson\n\nPurchasing this item directly supports the creators of the Coldfront community map.  Show your support today!"
"TF_Fastlane"					"Fastlane"
"TF_MapToken_Fastlane"			"Map Stamp - Fastlane"
"TF_MapToken_Fastlane_Desc"		"A Control Point Map\n\nMade by Arttu 'SK' Mäki\n\nPurchasing this item directly supports the creators of the Fastlane community map.  Show your support today!"
"TF_Turbine"					"Turbine"
"TF_MapToken_Turbine"			"Map Stamp - Turbine"
"TF_MapToken_Turbine_Desc"		"A Capture the Flag Map\n\nMade by Flobster\n\nPurchasing this item directly supports the creators of the Turbine community map.  Show your support today!"
"TF_Steel"						"Steel"
"TF_MapToken_Steel"				"Map Stamp - Steel"
"TF_MapToken_Steel_Desc"		"An Attack/Defence Control Point Map\n\nMade by Jamie 'Fishbus' Manson, Dan 'Irish Taxi Driver' Merboth and FLOOR_MASTER\n\nPurchasing this item directly supports the creators of the Steel community map.  Show your support today!"
"TF_Junction"					"Junction"
"TF_MapToken_Junction"			"Map Stamp - Junction"
"TF_MapToken_Junction_Desc"		"An Attack/Defend Control Point Map\n\nMade by Sean 'Heyo' Cutino\n\nPurchasing this item directly supports the creators of the Junction community map.  Show your support today!"
"TF_Watchtower"					"Watchtower"
"TF_MapToken_Watchtower"		"Map Stamp - Watchtower"
"TF_MapToken_Watchtower_Desc"	"An Arena Map\n\nMade by Joshua 'JoshuaC' Shiflet\n\nPurchasing this item directly supports the creators of the Watchtower community map.  Show your support today!"
"TF_Hoodoo"						"Hoodoo"
"TF_MapToken_Hoodoo"			"Map Stamp - Hoodoo"
"TF_MapToken_Hoodoo_Desc"		"A Payload Map\n\nMade by Tim 'YM' Johnson, Jeroen 'Snipergen' Dessaux, Wade 'Nineaxis' Fabry and Drew 'Oxy' Fletcher\n\nPurchasing this item directly supports the creators of the Hoodoo community map.  Show your support today!"
"TF_Offblast"					"Offblast"
"TF_MapToken_Offblast"			"Map Stamp - Offblast"
"TF_MapToken_Offblast_Desc"		"An Arena Map\n\nMade by Magnar 'insta' Jenssen\n\nPurchasing this item directly supports the creators of the Offblast community map.  Show your support today!"
"TF_Yukon"						"Yukon"
"TF_MapToken_Yukon"				"Map Stamp - Yukon"
"TF_MapToken_Yukon_Desc"		"A Control Point Map\n\nMade by Patrick 'MangyCarface' Mulholland and Joachim 'Acegikmo' Holmér\n\nPurchasing this item directly supports the creators of the Yukon community map.  Show your support today!"
"TF_Harvest"					"Harvest"
"TF_MapToken_Harvest"			"Map Stamp - Harvest"
"TF_MapToken_Harvest_Desc"		"A King of the Hill Map\n\nMade by Sean 'Heyo' Cutino\n\nPurchasing this item directly supports the creators of the Harvest community map.  Show your support today!"
"TF_Freight"					"Freight"
"TF_MapToken_Freight"			"Map Stamp - Freight"
"TF_MapToken_Freight_Desc"		"A Control Point Map\n\nMade by Jamie 'Fishbus' Manson and Mitch 'ol' Robb\n\nPurchasing this item directly supports the creators of the Freight community map.  Show your support today!"
"TF_MountainLab"				"Mountain Lab"
"TF_MapToken_MountainLab"		"Map Stamp - Mountain Lab"
"TF_MapToken_MountainLab_Desc"	"An Attack/Defence Control Point Map\n\nMade by Valentin '3DNJ' Levillain\n\nPurchasing this item directly supports the creators of the Mountain Lab community map.  Show your support today!"
"TF_ManorEvent"					"Mann Manor"
"TF_MapToken_ManorEvent"		"Map Stamp - Mann Manor"
"TF_MapToken_ManorEvent_Desc"	"An Attack/Defend Control Point Map\n\nMade by Tim 'YM' Johnson and Alex 'Rexy' Kreeger\n\nPurchasing this item directly supports the creators of the Mann Manor community map.  Show your support today!"
"TF_MapDonationLevel_Bronze"	"Bronze:"
"TF_MapDonationLevel_Silver"	"Silver:"
"TF_MapDonationLevel_Gold"	"Gold:"
"TF_MapDonationLevel_Platinum"	"Platinum:"
"TF_MapDonationLevel_Diamond"	"Diamond:"
"TF_MapDonationLevel_Australium1"	"12-karat Australium:"
"TF_MapDonationLevel_Australium2"	"18-karat Australium:"
"TF_MapDonationLevel_Australium3"	"24-karat Australium:"
"TF_MapDonationLevel_Unobtainium"	"Unobtanium:"

// Death strings
"DeathMsg_Suicide"		"bid farewell, cruel world!"
"DeathMsg_AssistedSuicide"	"finished off"
"DeathMsg_Fall"			"fell to a clumsy, painful death"
"Msg_Captured"			"captured"
"Msg_Defended"			"defended"
"Msg_Dominating"		"is DOMINATING"
"Msg_Revenge"			"got REVENGE on"
"Msg_PickedUpFlag"		"picked up the intelligence!"
"Msg_CapturedFlag"		"captured the intelligence!"
"Msg_DefendedFlag"		"defended the intelligence!"
"TF_OK"				"OK"

"TF_Spy_DisguiseRemoved"	"Your disguise has been removed."
"TF_Spy_Disguising"			"Disguising as %s1 %s2..."
"TF_Spy_Disguised_as"		"You are disguised as a %s1 %s2."
"TF_Spy_DisguiseWeapon"		"Disguise Weapon: %s1."


"TF_Spy_Disguise_Team_Blue"		"BLU"
"TF_Spy_Disguise_Team_Red"		"RED"

"TF_Object_Sentry"			"Sentry Gun"
"TF_Object_Dispenser"		"Dispenser"
"TF_Object_Tele"		"Teleporter"
"TF_Object_Tele_Exit"		"Teleporter Exit"
"TF_object_sapper"			"Sapper"

"TF_Teleporter_Mode_Entrance"	"Entrance"
"TF_Teleporter_Mode_Exit"	"Exit"

"TF_Object_Sentry_360"			"Sentry"
"TF_Object_Tele_Entrance_360"	"Entrance"
"TF_Object_Tele_Exit_360"		"Exit"

"TF_ObjStatus_SentryGun_Building"	"Sentry Gun  Building... %s1"
"TF_ObjStatus_SentryGun_Level1"		"Sentry Gun ( Level %s1 )  Health %s2  Shells %s3"
"TF_ObjStatus_SentryGun_Level3"		"Sentry Gun ( Level 3 )  Health %s1  Shells %s2  Rockets %s3"

"TF_ObjStatus_Dispenser_Building"	"Dispenser  Building... %s1"
"TF_ObjStatus_Dispenser"			"Dispenser  ( Level %s1 )  Health %s1"

"TF_ObjStatus_Teleporter_Building"	"Teleporter  Building... %s1"
"TF_ObjStatus_Teleporter"			"Teleporter (Level %s1 )  Health %s1  Status - %s2"

"TF_ObjStatus_Sapper_Building"		"Sapper  Building... %s1"
"TF_ObjStatus_Sapper"				"Sapper  Health %s1  Target Health %s2"

"TF_Obj_Teleporter_State_Idle"		"Looking for Matching Teleporter"
"TF_Obj_Teleporter_State_Ready"				"Ready"
"TF_Obj_Teleporter_State_Charging"			"Charging"
			
"Teleporter_idle"					"This teleporter does not have a match."

//
// Level strings
//

// Generic CP level strings
"CP5_red_setup_goal"			"Capture all five of the Control Points to win the game!"
"CP5_blue_setup_goal"			"Capture all five of the Control Points to win the game!"
"CP_setup_30sec"			"Game begins in 30 seconds!"
"CP_setup_10sec"			"Game begins in 10 seconds!"
"CP_cap_cp3"				"the Central Control Point"
"CP_cap_red_cp1"			"the RED Base"
"CP_cap_blue_cp1"			"the BLU Base"


// Dustbowl level strings
"Dustbowl_red_setup_goal"		"Defend the Control points against team BLU!"
"Dustbowl_blue_setup_goal"		"Capture both Control Points to win the round and advance!"
"Dustbowl_red_final_goal"		"Defend the final two Control Points or the enemy will win the game!"
"Dustbowl_blue_final_goal"		"Capture the final two Control Points to win the game!"
"Dustbowl_team1"			"Attackers"
"Dustbowl_team2"			"Defenders"
"Dustbowl_you_secure_one"		"You secured\nCommand Point ONE !!"
"Dustbowl_you_secure_two"		"You secured\nCommand Point TWO !!"
"Dustbowl_protect_HQ"			"Protect your HQ from\nthe attacking team !!"
"Dustbowl_bring_flag"			"Bring your flag\nto the HQ !!"
"Dustbowl_take_flag_one"		"Take the flag to\nCommand Point ONE."
"Dustbowl_take_flag_two"		"Take the flag to\nCommand Point TWO."
"Dustbowl_take_flag_HQ"			"Take the flag to the HQ !!"
"Dustbowl_blue_secures_one"		"Team BLU Secures\nCommand Point ONE !!"
"Dustbowl_blue_secures_two"		"Team BLU Secures\nCommand Point TWO !!"
"Dustbowl_flag_returned"		"Flag has returned to base."
"Dustbowl_90_secs"			"90 seconds till gates open."
"Dustbowl_60_secs"			"60 seconds till gates open."
"Dustbowl_30_secs"			"30 seconds till gates open."
"Dustbowl_10_secs"			"10 seconds till gates open."
"Dustbowl_gates_open"			"Gates are open !!"
"Dustbowl_five_minutes_left"		"Time remaining:\nFive minutes"
"Dustbowl_four_minutes_left"		"Time remaining:\nFour minutes"
"Dustbowl_three_minutes_left"		"Time remaining:\nThree minutes"
"Dustbowl_two_minutes_left"		"Time remaining:\nTwo minutes"
"Dustbowl_sixty_seconds_left"		"Time remaining:\nSixty seconds"
"Dustbowl_thirty_seconds_left"		"Time remaining:\nThirty seconds"
"Dustbowl_attackers_win"		"The Headquarters has\nbeen captured !!"
"Dustbowl_defenders_win"		"The Headquarters has\nbeen successfully defended !!"
"Dustbowl_cap_1_A"		"First Cap, Stage One"
"Dustbowl_cap_1_B"		"Second Cap, Stage One"
"Dustbowl_cap_2_A"		"First Cap, Stage Two"
"Dustbowl_cap_2_B"		"Second Cap, Stage Two"
"Dustbowl_cap_3_A"		"First Cap, Stage Three"
